,Factor1,Factor2,Factor3
3117-bus,-1.07,0.20,-0.95
6054-bus,-1.52,0.28,-1.07
10942-bus,-1.63,0.07,-0.40
4179-bus,-0.75,-0.08,-0.32
3138-bus,-1.10,0.20,-0.95
4185-bus,-1.05,-0.20,0.17
9047-bus,-1.34,-0.11,-0.02
4074-bus,-0.53,-0.08,-0.39
6037-bus,-2.19,-0.37,1.08
3114-bus,-1.11,0.19,-0.92
3996-bus,-1.02,-0.19,0.10
4037-bus,-0.57,-0.11,-0.30
3998-bus,-0.63,-0.13,-0.23
3135-bus,-1.16,0.20,-0.94
3090-bus,-1.15,0.18,-0.89
3953-bus,-1.95,-0.02,0.01
4483-bus,-1.43,-0.01,-0.27
4050-bus,-0.86,-0.15,-0.06
11116-bus,-1.18,-0.28,0.44
3153-bus,-1.20,0.20,-0.93
2967-bus,-2.14,0.23,-0.64
3096-bus,-1.11,0.19,-0.92
3093-bus,-1.15,0.18,-0.89
3677-bus,-1.16,0.03,-0.47
6799-bus,-1.02,0.18,-1.00
3177-bus,-1.55,0.20,-0.80
4134-bus,-0.32,-0.10,-0.43
4043-bus,-0.56,-0.13,-0.24
3276-bus,-1.78,0.18,-0.63
4223-bus,0.05,0.06,-1.05
4150-bus,-1.70,0.29,-1.00
3156-bus,-1.16,0.20,-0.94
5264-bus,-1.18,0.04,-0.51
3186-bus,-1.36,0.14,-0.71
6796-bus,-1.03,0.18,-0.98
3105-bus,-1.17,0.18,-0.88
12267-bus,-1.68,0.28,-0.99
4156-bus,-1.70,0.28,-0.97
11125-bus,-1.15,-0.30,0.51
4202-bus,0.20,0.06,-1.10
4143-bus,-0.27,-0.07,-0.51
4062-bus,-0.85,-0.14,-0.08
3844-bus,-0.46,0.14,-1.08
4236-bus,-0.07,0.07,-1.06
3126-bus,-2.11,0.30,-0.85
10876-bus,-1.09,-0.07,-0.20
8984-bus,-1.24,-0.04,-0.26
4079-bus,-0.79,-0.14,-0.09
12679-bus,0.71,-0.13,0.02
3354-bus,-1.52,0.21,-0.84
5521-bus,-0.47,0.32,-1.65
3668-bus,-0.80,0.08,-0.79
3674-bus,-1.52,0.03,-0.33
3071-bus,-0.86,0.00,-0.47
3489-bus,-1.77,0.25,-0.85
4152-bus,-0.76,-0.09,-0.29
4080-bus,-0.38,-0.10,-0.38
10328-bus,-1.33,0.27,-1.13
5254-bus,-1.36,-0.16,0.18
10339-bus,-1.33,0.27,-1.13
3108-bus,-1.28,0.17,-0.82
5614-bus,-0.43,0.32,-1.67
11201-bus,-1.27,0.20,-0.96
12677-bus,0.55,0.21,-0.62
7788-bus,-1.08,-0.32,0.77
8258-bus,-0.54,-0.10,0.00
8173-bus,-0.53,-0.16,0.19
8065-bus,-0.40,-0.22,0.31
7979-bus,-0.60,-0.13,0.12
8057-bus,-0.53,-0.22,0.36
8083-bus,-0.42,-0.29,0.46
3087-bus,-1.14,0.19,-0.90
3327-bus,-1.33,0.22,-0.93
3339-bus,-1.39,0.22,-0.91
4173-bus,0.53,0.04,-1.17
7945-bus,-0.84,-0.17,0.33
7846-bus,-0.95,-0.25,0.57
8147-bus,-0.53,-0.19,0.27
8029-bus,-0.57,-0.12,0.08
8066-bus,-0.85,-0.14,0.28
8078-bus,-0.85,-0.18,0.38
8165-bus,-0.49,-0.13,0.09
5255-bus,-0.47,-0.08,-0.42
8101-bus,-1.05,-0.37,0.81
4165-bus,-1.00,0.29,-1.29
7521-bus,-0.93,-0.46,0.94
3229-bus,-1.56,0.30,-1.10
3294-bus,-1.65,0.20,-0.73
4235-bus,-1.05,-0.17,0.09
4518-bus,-0.99,-0.10,-0.15
11195-bus,-1.72,0.27,-0.97
3378-bus,-1.55,0.21,-0.83
3212-bus,-1.58,0.30,-1.09
3671-bus,-1.20,0.02,-0.44
10301-bus,-1.33,0.29,-1.18
10364-bus,-1.38,0.26,-1.09
7605-bus,-1.02,-0.45,0.95
11213-bus,-0.70,0.18,-1.12
10357-bus,-1.38,0.26,-1.08
4474-bus,-1.22,-0.13,0.01
3251-bus,-1.59,0.28,-1.02
4193-bus,-0.43,-0.21,-0.06
4131-bus,-0.53,-0.17,-0.10
12766-bus,0.41,-0.30,0.13
12754-bus,0.74,-0.26,-0.10
6181-bus,-1.48,0.25,-1.01
3501-bus,-1.34,0.26,-1.06
3662-bus,-0.73,0.10,-0.84
2931-bus,-1.46,0.23,-0.93
7529-bus,-0.90,-0.46,0.92
3309-bus,-1.36,0.22,-0.91
6694-bus,-0.98,0.20,-1.07
3450-bus,-1.48,0.24,-0.95
11219-bus,-1.57,0.18,-0.76
4879-bus,-0.50,0.16,-1.15
5756-bus,-1.23,0.30,-1.25
3926-bus,-1.60,0.10,-0.49
5681-bus,-1.25,0.28,-1.20
2934-bus,-1.78,0.22,-0.76
8023-bus,-0.35,-0.38,0.47
4250-bus,-0.61,-0.12,-0.24
4548-bus,-0.42,-0.06,-0.52
5321-bus,-1.36,0.07,-0.52
4154-bus,0.02,-0.06,-0.68
10865-bus,-1.00,0.11,-0.78
4098-bus,-0.52,-0.17,-0.13
10274-bus,-1.70,0.29,-1.03
4231-bus,-1.66,0.28,-0.96
3129-bus,-1.59,0.16,-0.65
3075-bus,-1.15,0.18,-0.89
6634-bus,-1.29,-0.11,-0.05
4163-bus,0.02,-0.21,-0.21
2937-bus,-1.59,0.19,-0.76
4533-bus,-0.88,-0.01,-0.47
3402-bus,-2.09,0.20,-0.58
2988-bus,-2.16,0.25,-0.68
4900-bus,-1.34,-0.14,0.07
4166-bus,-1.56,-0.28,0.59
3066-bus,-1.19,0.17,-0.84
4106-bus,-0.26,-0.14,-0.29
10793-bus,-1.34,0.18,-0.86
4221-bus,-0.25,-0.16,-0.26
3525-bus,-1.34,0.26,-1.06
6637-bus,-1.55,0.20,-0.82
6640-bus,-1.57,0.19,-0.81
4275-bus,-1.03,-0.16,0.03
4211-bus,-0.28,-0.19,-0.16
3659-bus,-0.41,0.12,-1.06
7548-bus,-0.88,-0.46,0.93
4133-bus,-0.26,-0.21,-0.10
4137-bus,-0.52,-0.28,0.18
3012-bus,-1.60,0.12,-0.56
4130-bus,-0.57,-0.29,0.23
4159-bus,-1.08,0.29,-1.26
5078-bus,-1.72,-0.09,0.19
4124-bus,-0.65,-0.31,0.33
5921-bus,-2.10,-0.34,0.98
10831-bus,-0.68,0.18,-1.13
3065-bus,-1.44,0.08,-0.48
7201-bus,-0.38,-0.43,0.68
4233-bus,-0.59,-0.16,-0.13
4229-bus,-0.18,-0.14,-0.34
4265-bus,-0.78,-0.17,-0.05
4867-bus,-0.83,-0.16,-0.08
4245-bus,-0.28,-0.11,-0.41
4241-bus,-0.86,-0.15,-0.03
3653-bus,-0.65,0.13,-0.96
3528-bus,-1.33,0.26,-1.07
4278-bus,-1.09,-0.16,0.07
4239-bus,-0.50,-0.15,-0.19
6216-bus,-1.52,-0.15,0.16
10861-bus,-0.34,0.11,-1.04
4145-bus,0.05,-0.23,-0.17
6504-bus,-1.18,-0.24,0.32
4191-bus,-0.76,-0.23,0.15
5071-bus,-1.69,-0.13,0.31
6811-bus,-0.99,0.18,-0.99
5081-bus,-1.46,-0.08,0.02
4127-bus,-0.60,-0.30,0.29
10895-bus,-0.99,0.02,-0.52
6229-bus,-1.22,-0.07,-0.19
6834-bus,-1.04,0.18,-0.97
4237-bus,-1.62,0.28,-0.98
4209-bus,-0.18,-0.17,-0.25
6601-bus,-1.38,-0.22,0.33
3698-bus,-1.50,0.26,-1.03
7191-bus,-1.17,0.31,-1.30
6124-bus,-1.34,0.18,-0.87
4164-bus,-0.02,-0.23,-0.14
10915-bus,-1.91,0.00,-0.09
6111-bus,-1.23,-0.20,0.21
2997-bus,-1.76,0.15,-0.58
4218-bus,-0.63,-0.20,0.02
6681-bus,-1.47,-0.22,0.35
4849-bus,-0.80,-0.16,-0.09
10877-bus,-1.77,-0.07,0.08
4110-bus,-0.52,-0.22,0.02
10870-bus,-1.73,-0.07,0.07
3540-bus,-0.75,0.28,-1.36
4089-bus,-1.32,-0.21,0.31
11230-bus,-0.46,0.17,-1.18
4531-bus,-1.05,0.29,-1.32
6898-bus,-0.83,0.19,-1.10
6243-bus,-1.11,-0.09,-0.17
3632-bus,-0.62,0.14,-1.01
6220-bus,-1.10,-0.12,-0.07
4049-bus,-1.01,-0.15,0.01
4041-bus,-0.86,-0.07,-0.30
4053-bus,-1.13,-0.20,0.20
4101-bus,-1.26,-0.17,0.18
3504-bus,-1.02,0.27,-1.21
4085-bus,-1.26,-0.14,0.09
5969-bus,-1.69,-0.24,0.53
3516-bus,-0.90,0.28,-1.28
2982-bus,-1.61,0.14,-0.61
4542-bus,-1.08,0.29,-1.30
6091-bus,-1.37,0.15,-0.77
4022-bus,-0.61,-0.02,-0.56
12699-bus,-1.10,-0.10,0.16
12767-bus,-1.11,-0.10,0.19
4088-bus,-1.21,-0.08,-0.11
4019-bus,-0.57,-0.03,-0.53
4023-bus,-0.65,-0.11,-0.27
4525-bus,-0.76,0.30,-1.47
10874-bus,-0.91,0.01,-0.51
4113-bus,-1.29,-0.11,0.00
6980-bus,-0.85,0.32,-1.46
4844-bus,-0.61,-0.06,-0.45
4706-bus,-1.48,-0.23,0.39
4642-bus,-0.42,-0.05,-0.57
3575-bus,-0.87,0.28,-1.34
3144-bus,-1.68,0.15,-0.59
8049-bus,-1.59,0.31,-1.10
5135-bus,-1.89,-0.32,0.94
9119-bus,-0.99,-0.07,-0.28
11941-bus,-1.26,0.25,-1.07
4688-bus,-0.76,-0.13,-0.19
4648-bus,-0.55,-0.12,-0.31
11117-bus,-0.98,-0.23,0.24
4987-bus,-1.32,0.02,-0.35
4658-bus,-0.66,-0.09,-0.33
4528-bus,-0.75,0.30,-1.47
4973-bus,-1.31,0.03,-0.39
5938-bus,-1.76,-0.28,0.65
3510-bus,-0.75,0.27,-1.34
5993-bus,-1.18,-0.19,0.17
10464-bus,-1.32,0.20,-0.92
12200-bus,-1.16,0.25,-1.14
3537-bus,-0.77,0.27,-1.34
4709-bus,-0.22,-0.15,-0.37
3549-bus,-1.04,0.27,-1.21
10459-bus,-1.32,0.20,-0.92
4810-bus,-0.61,0.01,-0.65
6049-bus,-1.24,-0.21,0.24
4087-bus,-0.62,0.00,-0.60
4681-bus,-0.10,-0.03,-0.77
4738-bus,-0.63,-0.11,-0.29
9616-bus,-1.09,-0.18,0.09
10295-bus,-0.58,0.03,-0.26
10292-bus,-0.38,-0.15,0.00
5597-bus,-0.96,-0.30,0.39
10591-bus,-0.71,-0.15,0.32
10568-bus,-0.59,-0.11,0.13
10427-bus,0.91,-0.12,-0.54
10418-bus,1.34,-0.09,-0.77
10438-bus,0.40,-0.15,-0.26
10430-bus,-0.54,-0.19,0.22
10382-bus,1.29,-0.09,-0.76
10531-bus,-0.90,-0.09,0.13
10385-bus,0.63,-0.13,-0.38
10336-bus,-0.01,-0.07,0.01
10373-bus,0.24,-0.15,-0.15
10424-bus,-0.80,-0.19,0.33
10324-bus,-0.68,-0.12,0.36
10411-bus,1.50,-0.07,-0.87
10426-bus,1.42,-0.09,-0.79
10448-bus,0.48,-0.15,-0.28
10378-bus,0.10,-0.16,-0.06
10370-bus,-1.03,-0.18,0.55
10354-bus,-0.55,-0.15,0.30
10346-bus,-0.40,-0.12,0.24
10352-bus,-0.67,-0.17,0.40
10412-bus,-0.73,-0.16,0.27
10327-bus,-0.45,-0.07,0.23
10423-bus,-0.30,-0.17,0.08
10465-bus,-0.49,-0.17,0.14
10445-bus,-0.26,-0.16,-0.01
10454-bus,-0.23,-0.15,-0.06
10462-bus,-0.59,-0.12,0.01
10501-bus,-0.63,-0.10,-0.03
10478-bus,-0.69,-0.17,0.15
10334-bus,0.98,-0.08,-0.67
10379-bus,1.55,-0.03,-1.01
10363-bus,0.78,-0.11,-0.49
10409-bus,1.34,-0.01,-1.01
10312-bus,0.42,-0.04,-0.52
10400-bus,1.28,-0.05,-0.89
10432-bus,0.96,-0.01,-0.87
10345-bus,-0.29,-0.16,0.05
10399-bus,0.61,-0.06,-0.59
10447-bus,0.16,-0.05,-0.48
10402-bus,0.22,-0.06,-0.45
10325-bus,-0.36,-0.16,0.06
10313-bus,-0.16,-0.15,-0.08
10280-bus,-0.17,-0.11,-0.16
6917-bus,-0.91,0.31,-1.41
6102-bus,-1.07,-0.28,0.36
7186-bus,-0.34,-0.41,0.63
10439-bus,-1.35,0.21,-0.94
4754-bus,-1.51,-0.25,0.47
3552-bus,-1.00,0.27,-1.22
8887-bus,-0.23,0.05,-0.58
8976-bus,-0.48,0.04,-0.43
8844-bus,-0.13,0.10,-0.76
7256-bus,-0.88,0.03,-0.62
3765-bus,-1.31,0.30,-1.21
6235-bus,-0.92,-0.19,0.06
7104-bus,-0.62,0.24,-1.32
10627-bus,-1.65,0.21,-0.81
6325-bus,-0.82,-0.15,-0.11
12748-bus,0.82,-0.21,-0.22
12659-bus,0.43,-0.24,0.04
12631-bus,0.30,-0.28,0.24
10473-bus,-1.31,0.21,-0.94
6303-bus,-0.81,-0.10,-0.26
9342-bus,-1.03,-0.11,-0.15
4847-bus,-0.47,0.05,-0.82
10912-bus,-1.59,-0.01,-0.15
6301-bus,-0.84,-0.14,-0.14
9827-bus,-1.16,-0.21,0.21
6412-bus,-0.79,-0.19,0.02
12655-bus,1.00,0.41,-0.68
10495-bus,-1.64,0.21,-0.82
7915-bus,-0.77,-0.33,0.64
5162-bus,-1.88,-0.30,0.89
7783-bus,-0.81,-0.34,0.70
7768-bus,-0.92,-0.34,0.71
7785-bus,-1.02,-0.33,0.75
7804-bus,-0.50,-0.33,0.55
6498-bus,-1.22,-0.22,0.26
7877-bus,-0.47,-0.33,0.46
3593-bus,-1.32,0.20,-0.91
8113-bus,-0.59,-0.31,0.50
8063-bus,-0.63,-0.32,0.58
7718-bus,-0.52,-0.31,0.42
10571-bus,-1.72,0.19,-0.72
5935-bus,-2.04,-0.32,0.89
6511-bus,-1.20,-0.27,0.41
4907-bus,-1.24,0.13,-0.71
8945-bus,-1.37,-0.13,0.05
6795-bus,-0.58,-0.24,0.15
8432-bus,0.29,-0.07,-0.77
4243-bus,-1.62,0.27,-0.97
6003-bus,-1.15,-0.30,0.47
10913-bus,-1.12,0.08,-0.61
3989-bus,-0.96,-0.14,-0.06
3569-bus,-1.11,0.26,-1.17
3983-bus,-0.96,-0.14,-0.06
6534-bus,-1.13,-0.26,0.34
6441-bus,-1.13,-0.13,-0.05
12285-bus,-1.40,0.12,-0.67
9255-bus,-1.00,-0.09,-0.19
10901-bus,-1.60,-0.03,-0.09
10586-bus,-1.11,0.19,-0.97
3127-bus,-0.80,0.09,-0.79
3596-bus,-1.21,0.10,-0.67
7018-bus,-0.64,0.28,-1.43
3986-bus,-0.51,-0.07,-0.44
6612-bus,-1.24,-0.25,0.34
4072-bus,0.18,0.08,-1.12
10193-bus,-1.41,0.16,-0.75
10173-bus,-1.38,0.19,-0.86
10164-bus,-0.80,0.22,-1.19
10331-bus,-0.73,0.23,-1.25
10315-bus,-0.71,0.24,-1.30
2900-bus,-0.79,0.23,-1.23
10184-bus,-1.31,0.19,-0.87
10211-bus,-0.92,0.16,-0.97
10236-bus,-0.97,0.19,-1.05
10255-bus,-0.96,0.20,-1.09
10249-bus,-0.96,0.20,-1.06
3928-bus,-0.70,0.26,-1.34
10199-bus,-1.39,0.16,-0.77
3174-bus,-1.82,0.14,-0.49
11248-bus,-1.31,0.14,-0.75
4772-bus,-1.55,-0.26,0.50
3910-bus,-0.69,0.27,-1.37
3886-bus,-0.82,0.28,-1.35
8723-bus,-1.22,0.06,-0.59
3873-bus,-0.86,0.29,-1.36
4048-bus,0.13,0.08,-1.12
3862-bus,-0.99,0.27,-1.24
10628-bus,-1.15,0.20,-0.97
3877-bus,-0.94,0.26,-1.23
6870-bus,-0.94,0.31,-1.41
5606-bus,-1.22,0.27,-1.18
7-bus,-1.31,0.31,-1.25
5630-bus,-0.95,0.08,-0.68
10388-bus,-0.64,0.25,-1.37
4249-bus,-1.61,0.27,-0.97
11438-bus,0.26,-0.02,-0.54
11352-bus,0.36,0.10,-0.88
11618-bus,0.30,-0.02,-0.48
11738-bus,0.55,-0.04,-0.50
10391-bus,-1.03,0.24,-1.16
3757-bus,-1.57,0.21,-0.84
4258-bus,-1.61,0.28,-0.98
4069-bus,0.23,0.12,-1.27
615-train,0.22,0.09,-1.18
3819-bus,-1.68,0.21,-0.80
6666-bus,-1.41,-0.18,0.23
3578-bus,-1.37,0.23,-0.98
3758-bus,-0.79,0.24,-1.22
4060-bus,0.18,0.13,-1.28
3821-bus,-1.65,0.21,-0.81
10369-bus,-0.86,0.26,-1.28
3160-bus,-1.62,-0.07,0.02
5573-bus,-0.92,0.10,-0.77
3599-bus,-1.41,0.26,-1.04
3813-bus,-1.65,0.21,-0.82
3747-bus,-1.57,0.21,-0.85
10394-bus,-1.36,0.22,-0.97
12143-bus,-0.88,-0.22,0.15
12264-bus,-1.86,0.23,-0.79
5302-bus,-1.51,-0.29,0.61
609-train,-0.22,0.24,-1.49
3191-bus,-1.11,-0.12,-0.05
3827-bus,-1.53,0.22,-0.89
12265-bus,-1.90,0.24,-0.79
3196-bus,-1.62,-0.11,0.13
3176-bus,-0.96,-0.13,-0.08
5228-bus,-1.48,-0.17,0.27
5417-bus,-1.75,0.00,-0.14
6557-bus,-1.23,0.30,-1.25
12162-bus,-0.89,-0.26,0.28
3272-bus,-1.76,-0.02,-0.05
3173-bus,-1.43,-0.09,0.00
12129-bus,-0.88,-0.21,0.10
621-train,-0.25,0.04,-0.88
5423-bus,-1.66,0.05,-0.32
3811-bus,-0.27,0.10,-1.05
12164-bus,-1.20,-0.21,0.24
3800-bus,-1.65,0.22,-0.83
3244-bus,-1.28,0.17,-0.83
10888-bus,-1.60,-0.03,-0.08
9944-bus,-1.46,-0.26,0.47
3786-bus,-1.64,0.22,-0.83
3760-bus,-1.54,0.23,-0.88
12195-bus,-1.08,0.04,-0.53
3170-bus,-0.95,-0.12,-0.11
10624-bus,-1.12,0.20,-0.99
8528-bus,0.18,-0.13,-0.53
12171-bus,-1.16,-0.13,-0.01
10948-bus,-1.93,-0.02,-0.04
10342-bus,-0.42,-0.23,0.23
10333-bus,-0.46,-0.22,0.21
10330-bus,-0.50,-0.21,0.18
5498-bus,-1.02,-0.33,0.49
3611-bus,-1.63,0.27,-0.98
3189-bus,-1.51,0.14,-0.63
5155-bus,-1.39,-0.13,0.14
10612-bus,-1.09,0.20,-1.00
10267-bus,-0.06,0.22,-1.24
5480-bus,-1.44,-0.32,0.66
3764-bus,-1.69,0.21,-0.80
10355-bus,-0.58,-0.23,0.31
10309-bus,-0.54,-0.19,0.14
12774-bus,-1.23,0.12,-0.50
10268-bus,-0.36,0.26,-1.26
10765-bus,-1.41,0.02,-0.30
10909-bus,-0.96,0.14,-0.85
10862-bus,-1.13,-0.02,-0.34
5108-bus,-1.33,-0.04,-0.17
5123-bus,-1.57,-0.23,0.52
3817-bus,-0.14,0.08,-1.01
3614-bus,-1.58,0.28,-1.01
10753-bus,-1.42,0.01,-0.25
10619-bus,-1.65,0.26,-0.96
8786-bus,-1.24,-0.28,0.46
3125-bus,-0.46,0.12,-1.03
3221-bus,-1.29,-0.14,0.09
8504-bus,0.44,-0.07,-0.81
3793-bus,-0.20,0.14,-1.18
5561-bus,-1.54,-0.12,0.21
3425-bus,-1.05,0.13,-0.77
3217-bus,-1.64,-0.10,0.13
3755-bus,-1.49,-0.05,-0.10
3620-bus,-1.54,0.29,-1.06
10351-bus,-0.18,-0.14,0.12
10337-bus,-0.11,-0.11,0.10
10321-bus,-0.45,-0.08,0.24
10858-bus,-0.20,0.07,-0.98
5209-bus,-1.23,-0.10,0.00
3647-bus,-1.54,0.28,-1.05
4485-bus,-1.71,-0.26,0.60
3464-bus,-1.75,0.16,-0.57
10393-bus,0.28,-0.06,-0.36
10403-bus,0.09,-0.04,-0.32
10408-bus,0.04,-0.03,-0.31
10397-bus,-0.28,-0.02,-0.23
10387-bus,-0.11,-0.06,-0.22
3656-bus,-1.53,0.29,-1.05
5186-bus,-1.65,-0.13,0.30
10898-bus,-0.82,0.10,-0.80
10239-bus,-0.81,0.11,-0.53
4497-bus,-1.83,-0.39,1.02
6631-bus,-0.89,-0.37,0.70
4506-bus,-1.87,-0.38,1.01
3665-bus,-1.53,0.29,-1.06
10748-bus,-1.82,0.00,-0.04
9167-bus,-1.36,-0.27,0.46
12566-bus,-0.50,-0.43,0.80
12562-bus,-0.32,-0.41,0.73
12460-bus,-0.29,-0.36,0.58
8660-bus,-1.18,-0.26,0.39
12472-bus,-0.14,-0.34,0.45
3498-bus,-1.95,0.25,-0.77
12403-bus,-0.30,-0.36,0.58
3201-bus,-1.43,0.14,-0.65
3752-bus,-1.65,-0.18,0.38
3274-bus,-1.31,0.12,-0.65
3247-bus,-1.13,0.09,-0.64
4128-bus,-1.05,0.14,-0.84
5399-bus,-1.68,-0.30,0.79
7503-bus,-1.06,0.31,-1.36
4177-bus,-0.13,0.22,-1.45
5402-bus,-1.45,-0.32,0.69
9198-bus,-1.13,-0.30,0.45
5428-bus,-1.69,-0.31,0.82
6287-bus,-0.97,0.12,-0.83
10789-bus,-0.83,0.00,-0.45
8867-bus,-1.26,-0.26,0.41
4815-bus,-0.85,-0.07,-0.27
5476-bus,-1.68,-0.31,0.82
4107-bus,-0.94,0.06,-0.62
4261-bus,-1.60,0.28,-0.99
12391-bus,-0.27,-0.32,0.44
8639-bus,0.51,-0.13,-0.67
4122-bus,-0.98,0.29,-1.31
3746-bus,-0.51,0.10,-0.93
5249-bus,-1.69,-0.16,0.40
11126-bus,-0.87,-0.24,0.23
11272-bus,-1.16,0.13,-0.77
11827-bus,-1.75,-0.32,0.83
12233-bus,-1.72,-0.05,-0.05
3743-bus,-0.41,0.02,-0.72
11809-bus,-1.22,-0.31,0.59
6335-bus,-1.02,0.08,-0.69
3749-bus,-1.44,-0.17,0.25
3740-bus,-1.24,-0.19,0.22
10741-bus,-1.81,0.03,-0.12
8540-bus,-0.16,-0.18,-0.26
3680-bus,-1.52,0.29,-1.06
3737-bus,0.35,0.01,-1.01
5780-bus,-1.17,-0.17,0.10
3239-bus,-1.53,0.01,-0.24
6422-bus,-1.01,0.09,-0.73
3778-bus,-1.50,0.22,-0.85
12236-bus,-1.82,-0.14,0.26
5696-bus,-1.12,-0.08,-0.16
5348-bus,-1.68,-0.28,0.73
12224-bus,-1.61,0.06,-0.42
5746-bus,-0.99,-0.06,-0.25
6592-bus,-0.84,-0.36,0.66
3728-bus,0.24,0.03,-1.02
7801-bus,-1.13,-0.37,0.86
7870-bus,-0.63,-0.28,0.40
8297-bus,-1.19,-0.39,1.07
7987-bus,-0.13,-0.11,-0.35
8074-bus,-0.07,0.01,-0.75
7637-bus,-0.64,-0.40,0.76
7655-bus,-0.59,-0.32,0.49
7722-bus,-0.83,-0.37,0.74
5524-bus,-1.70,-0.30,0.79
8597-bus,-1.13,-0.25,0.34
5407-bus,-1.54,-0.13,0.14
5545-bus,-1.27,-0.22,0.32
5483-bus,-1.87,-0.23,0.70
3236-bus,-1.67,-0.13,0.21
8657-bus,-0.52,-0.23,0.05
3206-bus,-0.95,-0.12,-0.12
3193-bus,-0.90,-0.10,-0.18
12246-bus,-1.85,-0.17,0.37
12243-bus,-1.84,-0.13,0.23
11706-bus,-1.89,0.16,-0.52
3683-bus,-1.58,0.28,-1.04
12244-bus,-1.27,-0.13,0.00
10798-bus,-0.87,-0.02,-0.37
12247-bus,-1.91,-0.19,0.46
8612-bus,0.43,-0.12,-0.65
12221-bus,-1.69,0.18,-0.72
5462-bus,-1.12,-0.18,0.14
12648-bus,-0.89,-0.12,0.15
3781-bus,-1.51,0.21,-0.81
12744-bus,-1.36,-0.17,0.49
12453-bus,-0.03,-0.05,-0.41
11807-bus,-0.93,-0.05,0.13
12420-bus,0.02,-0.04,-0.46
12438-bus,-1.12,-0.10,0.15
5366-bus,-1.37,-0.30,0.62
9061-bus,-0.24,-0.12,-0.04
3686-bus,-1.58,0.29,-1.05
10868-bus,-1.63,-0.04,-0.04
12013-bus,-1.48,-0.24,0.52
2979-bus,-1.79,0.27,-0.82
3689-bus,-1.61,0.30,-1.07
8681-bus,-0.85,-0.27,0.28
3507-bus,-1.59,0.08,-0.42
3346-bus,-0.90,0.14,-0.88
12250-bus,-1.05,0.10,-0.75
11841-bus,-1.80,-0.15,0.35
3210-bus,-1.04,0.14,-0.81
11808-bus,-1.75,-0.13,0.25
9264-bus,-0.60,-0.34,0.36
5387-bus,-1.62,-0.23,0.49
5732-bus,-0.88,0.00,-0.45
5572-bus,-1.60,-0.21,0.49
4751-bus,-1.57,-0.27,0.54
5393-bus,-1.80,-0.30,0.87
12742-bus,-1.11,-0.16,0.40
642-train,-1.58,0.24,-0.91
10847-bus,-1.58,-0.02,-0.11
5467-bus,-1.69,-0.23,0.63
11787-bus,-1.80,-0.19,0.46
5219-bus,-1.69,-0.02,-0.03
5725-bus,-1.48,-0.18,0.48
3408-bus,-1.32,0.23,-1.01
4158-bus,0.65,0.10,-1.39
4598-bus,-1.01,0.25,-1.21
4580-bus,-0.40,0.02,-0.78
11752-bus,-1.84,-0.12,0.27
4180-bus,-0.09,0.23,-1.48
4215-bus,-0.59,0.12,-1.00
5384-bus,-1.48,-0.28,0.56
10763-bus,-1.60,0.04,-0.26
10864-bus,-0.94,0.00,-0.41
3716-bus,-1.08,-0.04,-0.29
5797-bus,-1.16,-0.18,0.14
5767-bus,-1.08,-0.16,0.05
5464-bus,-1.72,-0.25,0.67
3474-bus,-1.78,-0.02,-0.05
10849-bus,-1.73,0.03,-0.18
5396-bus,-1.71,-0.29,0.79
5638-bus,-1.66,-0.06,0.08
4388-bus,-1.02,-0.27,0.34
5326-bus,-1.52,-0.26,0.59
11800-bus,-1.83,-0.28,0.74
3486-bus,-1.50,-0.02,-0.18
12039-bus,-2.04,-0.21,0.69
5594-bus,-1.52,-0.14,0.27
2973-bus,-1.93,-0.04,0.21
12182-bus,-1.08,-0.07,-0.21
5282-bus,-1.85,-0.22,0.63
4242-bus,-0.93,-0.18,0.03
20-bus,-2.01,-0.22,0.63
5339-bus,-1.81,-0.29,0.83
3146-bus,-1.59,0.27,-0.99
11815-bus,-1.16,0.10,-0.66
11796-bus,-1.87,-0.35,0.96
3710-bus,-1.39,0.09,-0.55
11805-bus,-1.78,-0.28,0.72
3225-bus,-1.06,0.15,-0.79
9065-bus,-0.37,-0.18,-0.22
5378-bus,-1.41,-0.28,0.55
5312-bus,-1.79,-0.26,0.73
12722-bus,-1.22,-0.37,0.72
4188-bus,-1.01,-0.07,-0.24
4361-bus,-0.85,-0.26,0.25
11106-bus,0.09,-0.33,0.25
11139-bus,-0.14,-0.35,0.42
11196-bus,0.26,-0.37,0.29
11085-bus,-0.32,-0.30,0.35
10938-bus,-0.55,-0.16,0.02
11262-bus,0.73,-0.33,0.01
11277-bus,-0.22,-0.23,0.11
11094-bus,-0.19,-0.23,0.08
11525-bus,0.30,-0.25,-0.05
11172-bus,1.14,-0.23,-0.46
11462-bus,1.33,-0.16,-0.73
11477-bus,1.14,-0.17,-0.63
11546-bus,0.40,-0.12,-0.47
10812-bus,-0.39,-0.42,0.66
10866-bus,-0.39,-0.38,0.52
10764-bus,0.02,0.26,-1.50
5663-bus,-1.25,0.02,-0.30
11848-bus,-1.72,-0.15,0.30
3522-bus,-1.42,0.01,-0.31
12721-bus,-1.17,-0.32,0.54
11863-bus,-1.10,-0.25,0.36
10850-bus,-1.26,-0.02,-0.25
5624-bus,-1.10,-0.03,-0.21
4313-bus,0.07,-0.18,-0.36
3083-bus,-1.41,0.16,-0.78
11990-bus,-0.37,0.37,-1.32
12020-bus,-0.34,0.42,-1.48
